,-E1_0,-E1_1,-E1_2,-E2_0,-E2_1,-E2_2,-E3_0,-E3_1,-E3_2,-E4_0,-E4_1,-E4_2,:Inter_0_0,:Inter_10_0,:Inter_11_0,:Inter_1_0,:Inter_2_0,:Inter_3_0,:Inter_4_0,:Inter_5_0,:Inter_6_0,:Inter_7_0,:Inter_8_0,:Inter_9_0,E1_0,E1_1,E1_2,E2_0,E2_1,E2_2,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
134,1,2,0,2,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
135,1,2,0,2,0,1,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,2,1,0,0,5,4,1,1,2
136,1,3,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,2
137,1,3,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,2
138,1,3,0,1,0,1,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,1
139,1,3,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,1,1
140,1,3,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,0,0
141,1,2,0,1,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,1,0,0,5,5,1,0,0
142,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,2,8,3,1,0,0,0,5,5,0,0,0
143,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,0
144,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,0
145,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
146,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
147,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
148,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
149,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
150,1,2,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
151,1,1,0,1,0,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
152,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1,0,0,0,5,5,0,0,1
153,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,0,0,0,5,5,0,0,1
154,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,1,0,0,0,5,5,0,0,1
155,1,1,0,1,0,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,5,5,0,0,1
156,0,1,0,1,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,6,5,0,0,1
157,0,1,0,1,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,0,0,0,0,6,5,0,0,1
158,0,0,0,2,0,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,0,0,0,0,6,5,0,0,1
159,0,0,0,2,1,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,6,5,1,0,1
160,0,0,0,2,1,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,7,5,1,0,1
161,0,0,0,1,1,0,0,0,0,2,4,4,0,0,0,0,0,1,0,0,0,0,0,1,2,8,4,0,0,0,0,7,5,1,0,1
162,0,0,0,1,1,0,0,0,0,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,2,8,4,0,0,0,0,7,5,2,0,1
163,0,0,0,1,1,0,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
164,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
165,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2,8,4,0,0,0,0,8,5,2,0,1
166,0,0,0,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,5,2,1,0
167,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,6,2,1,0
168,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,0,8,6,2,0,0
169,0,0,0,1,1,1,1,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,8,4,1,0,0,0,8,6,2,0,0
170,0,0,0,1,1,1,1,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,3,0,0
171,0,0,0,1,1,1,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,1,0,0,1,8,6,2,1,0
